# Этот файл описывает даты заливки базы. Формат записей:
#  День_недели  Дата  Время  GMT  всего_вопросов  разных_вопросов

# Пнд Ноя  1 20:49:17 EST 2004
# Втр Ноя  2 20:23:30 EST 2004
# Срд Ноя  3 22:34:24 EST 2004
# Птн Ноя  5 21:23:33 EST 2004
Thu 2015-10-08 15:44:48 GMT  286383 275176
Fri 2015-10-09 16:03:12 GMT  286473 275266
Sun 2015-10-11 16:18:16 GMT  286518 275311
Wed 2015-10-14 13:30:18 GMT  286564 275357
Thu 2015-10-15 20:30:40 GMT  286549 275343
Sat 2015-10-17 17:48:14 GMT  286622 275416
Thu 2015-10-22 16:05:41 GMT  286715 275509
Sat 2015-10-24 18:42:35 GMT  286808 275602
Sun 2015-10-25 16:48:52 GMT  286883 275677
Mon 2015-10-26 16:33:01 GMT  286883 275677
Wed 2015-10-28 16:09:50 GMT  286928 275722
Sat 2015-10-31 15:56:10 GMT  287337 276127
Sun 2015-11-01 16:50:04 GMT  287402 276192
Fri 2015-11-06 16:21:56 GMT  287513 276302
Sat 2015-11-07 16:53:11 GMT  287621 276410
Mon 2015-11-09 04:07:19 GMT  287657 276446
Mon 2015-11-09 17:34:38 GMT  287702 276491
Wed 2015-11-11 14:45:38 GMT  287777 276564
Thu 2015-11-12 20:40:45 GMT  287777 276564
Sat 2015-11-14 17:48:42 GMT  287840 276627
Fri 2015-11-20 17:52:09 GMT  287930 276717
Sun 2015-11-22 21:13:16 GMT  287930 276717
Wed 2015-11-25 19:33:10 GMT  288110 276897
Fri 2015-11-27 19:41:06 GMT  288185 276968
Sat 2015-11-28 18:59:58 GMT  288185 276968
Mon 2015-11-30 16:37:14 GMT  288290 277064
Tue 2015-12-01 18:05:35 GMT  288329 277103
Wed 2015-12-02 15:23:56 GMT  288366 277140
Thu 2015-12-10 19:13:40 GMT  288519 277293
Fri 2015-12-11 17:11:32 GMT  288624 277398
Sat 2015-12-12 20:05:03 GMT  288675 277449
Mon 2015-12-21 19:48:30 GMT  288831 277605
Wed 2015-12-23 18:27:47 GMT  288996 277770
Fri 2015-12-25 17:36:33 GMT  289041 277815
Sun 2015-12-27 16:37:35 GMT  289164 277938
Tue 2015-12-29 16:54:42 GMT  289372 278146
Wed 2015-12-30 17:22:33 GMT  289432 278206
Thu 2015-12-31 15:17:10 GMT  289432 278206
Wed 2016-01-06 17:44:37 GMT  289628 278362
Thu 2016-01-07 17:18:50 GMT  289628 278361
Fri 2016-01-08 17:23:40 GMT  289755 278487
Mon 2016-01-11 19:03:06 GMT  289890 278572
Thu 2016-01-14 17:02:37 GMT  289890 278572
Fri 2016-01-15 18:07:17 GMT  289890 278572
Mon 2016-01-18 17:40:10 GMT  290070 278737
Wed 2016-01-20 17:38:57 GMT  290190 278853
Thu 2016-01-21 16:55:31 GMT  290223 278882
Fri 2016-01-22 19:03:53 GMT  290268 278927
Sat 2016-01-23 20:35:27 GMT  290304 278963
Sun 2016-01-24 19:54:38 GMT  290340 278999
Mon 2016-01-25 17:43:23 GMT  290376 279035
Tue 2016-01-26 16:06:46 GMT  290413 279072
Wed 2016-01-27 17:06:20 GMT  290413 279072
Fri 2016-01-29 17:48:29 GMT  290504 279163
Sat 2016-01-30 21:07:34 GMT  290541 279199
Sun 2016-01-31 15:57:21 GMT  290629 279287
Wed 2016-02-10 01:12:25 GMT  290674 279332
Wed 2016-02-10 17:21:24 GMT  290720 279378
Thu 2016-02-11 18:52:52 GMT  290766 279424
Sat 2016-02-13 22:23:39 GMT  290859 279517
Tue 2016-02-16 17:03:27 GMT  290973 279631
Wed 2016-02-17 17:19:26 GMT  291010 279668
Mon 2016-02-22 17:17:38 GMT  291108 279766
Tue 2016-02-23 16:31:23 GMT  291270 279928
Thu 2016-02-25 17:22:19 GMT  291306 279964
Mon 2016-02-29 17:40:32 GMT  291342 280000
Mon 2016-03-07 16:49:12 GMT  291423 280081
Tue 2016-03-08 16:31:57 GMT  291462 280120
Wed 2016-03-09 17:24:24 GMT  291544 280202
Thu 2016-03-10 16:15:14 GMT  291605 280263
Fri 2016-03-11 17:03:33 GMT  291605 280263
Sat 2016-03-12 22:47:09 GMT  291641 280299
Mon 2016-03-14 16:23:52 GMT  291641 280299
Wed 2016-03-16 16:00:54 GMT  291687 280345
Fri 2016-03-18 15:43:38 GMT  291795 280453
Sun 2016-03-20 20:42:36 GMT  292012 280669
Tue 2016-03-22 18:43:41 GMT  292084 280741
Wed 2016-03-23 15:48:21 GMT  292234 280885
Mon 2016-03-28 15:31:01 GMT  292234 280885
Tue 2016-03-29 15:44:32 GMT  292322 280969
Thu 2016-03-31 12:48:33 GMT  292397 281036
Fri 2016-04-01 16:02:27 GMT  292565 281204
Sat 2016-04-02 18:48:58 GMT  292565 281204
Fri 2016-04-22 16:51:46 GMT  292921 281560
Sat 2016-04-23 18:50:52 GMT  292970 281609
Sun 2016-04-24 14:33:37 GMT  292970 281609
Tue 2016-04-26 13:50:36 GMT  293052 281691
Wed 2016-04-27 18:46:38 GMT  293088 281727
Fri 2016-04-29 15:28:58 GMT  293088 281727
Sun 2016-05-01 19:09:13 GMT  293189 281828
Tue 2016-05-03 15:19:38 GMT  293279 281918
Wed 2016-05-04 14:44:22 GMT  293369 282008
Fri 2016-05-06 16:37:36 GMT  293405 282044
Sun 2016-05-08 13:33:09 GMT  293534 282173
Mon 2016-05-09 18:00:09 GMT  293606 282245
Tue 2016-05-10 16:10:18 GMT  293667 282306
Wed 2016-05-11 17:22:05 GMT  293737 282376
Thu 2016-05-12 16:04:08 GMT  293779 282418
Fri 2016-05-13 16:58:26 GMT  293816 282455
Sun 2016-05-15 18:16:32 GMT  293906 282545
Mon 2016-05-16 15:44:06 GMT  294052 282691
Tue 2016-05-17 17:01:13 GMT  294052 282691
Wed 2016-05-18 17:40:27 GMT  294052 282691
Fri 2016-05-20 19:45:44 GMT  294198 282837
Sun 2016-05-22 21:31:13 GMT  294198 282837
Wed 2016-05-25 16:12:27 GMT  294288 282927
Thu 2016-05-26 17:20:17 GMT  294348 282987
Sat 2016-05-28 15:01:01 GMT  294573 283211
Sun 2016-05-29 14:32:03 GMT  294573 283211
Mon 2016-05-30 18:48:38 GMT  294648 283286
Wed 2016-06-01 15:50:28 GMT  294756 283394
Thu 2016-06-02 16:09:10 GMT  294804 283442
Fri 2016-06-03 15:35:37 GMT  294954 283592
Sun 2016-06-05 20:25:41 GMT  294996 283634
Mon 2016-06-06 15:58:13 GMT  295032 283670
Tue 2016-06-07 16:30:32 GMT  295068 283706
Wed 2016-06-08 16:35:16 GMT  295128 283766
Fri 2016-06-10 19:49:37 GMT  295235 283873
Sat 2016-06-11 16:17:54 GMT  295271 283909
Sun 2016-06-12 12:31:47 GMT  295271 283909
Mon 2016-06-13 15:20:24 GMT  295353 283991
Tue 2016-06-14 17:25:24 GMT  295398 284036
Wed 2016-06-15 16:19:58 GMT  295435 284073
Thu 2016-06-16 13:29:23 GMT  295471 284109
Fri 2016-06-17 19:08:24 GMT  295516 284154
Sat 2016-06-18 17:53:10 GMT  295552 284190
Sun 2016-06-19 18:45:36 GMT  295717 284349
Mon 2016-06-20 15:15:55 GMT  295837 284469
Tue 2016-06-21 15:56:00 GMT  295873 284505
Wed 2016-06-22 15:51:14 GMT  295909 284541
Thu 2016-06-23 15:47:21 GMT  295945 284577
Fri 2016-06-24 15:44:50 GMT  295987 284619
Sat 2016-06-25 18:30:15 GMT  296030 284657
Sun 2016-06-26 17:41:57 GMT  296060 284687
Mon 2016-06-27 15:55:27 GMT  296105 284732
Tue 2016-06-28 14:25:25 GMT  296141 284768
Wed 2016-06-29 17:33:57 GMT  296177 284804
Thu 2016-06-30 15:56:04 GMT  296213 284840
Fri 2016-07-01 18:04:19 GMT  296273 284900
Fri 2016-07-01 18:10:01 GMT  296273 284900
Tue 2016-07-19 16:14:34 GMT  296394 285013
Wed 2016-07-20 15:58:15 GMT  296493 285112
Thu 2016-07-21 15:00:15 GMT  296553 285168
Sun 2016-07-24 12:20:07 GMT  296613 285228
Mon 2016-07-25 13:26:43 GMT  296673 285288
Tue 2016-07-26 12:40:14 GMT  296745 285360
Fri 2016-07-29 14:00:34 GMT  296920 285467
Sat 2016-07-30 13:05:26 GMT  297025 285572
Sun 2016-07-31 14:19:31 GMT  297101 285648
Mon 2016-08-01 18:24:32 GMT  297247 285794
Tue 2016-08-02 14:18:50 GMT  297247 285794
Thu 2016-08-04 14:25:13 GMT  297287 285834
Sun 2016-08-07 14:59:07 GMT  297430 285977
Mon 2016-08-08 15:02:57 GMT  297475 286022
Tue 2016-08-09 18:27:46 GMT  297563 286110
Wed 2016-08-10 15:32:16 GMT  297657 286204
Thu 2016-08-11 14:30:59 GMT  297748 286295
Fri 2016-08-12 12:56:19 GMT  297873 286420
Sat 2016-08-13 15:42:09 GMT  297873 286420
Sun 2016-08-14 16:44:38 GMT  298006 286553
Tue 2016-08-16 14:44:47 GMT  298080 286627
Wed 2016-08-17 18:15:39 GMT  298156 286703
Thu 2016-08-18 12:53:38 GMT  298228 286774
Fri 2016-08-19 13:15:59 GMT  298300 286846
Mon 2016-08-22 15:21:41 GMT  298518 287044
Tue 2016-08-23 14:57:47 GMT  298555 287081
Wed 2016-08-24 19:47:37 GMT  298627 287153
Sun 2016-08-28 20:30:09 GMT  298671 287197
Tue 2016-08-30 15:03:19 GMT  298671 287197
Wed 2016-08-31 14:26:01 GMT  298671 287197
Sat 2016-09-03 16:47:41 GMT  298671 287197
Thu 2016-09-15 15:05:26 GMT  299271 287772
Fri 2016-09-16 14:58:20 GMT  299271 287772
Sat 2016-09-17 14:45:05 GMT  299436 287921
Sun 2016-09-18 18:23:38 GMT  299436 287921
Mon 2016-09-19 17:02:18 GMT  299512 287997
Tue 2016-09-20 15:04:38 GMT  299512 287997
Thu 2016-09-22 14:37:55 GMT  299557 288040
Fri 2016-09-23 15:39:23 GMT  299637 288120
Sat 2016-09-24 17:40:03 GMT  299682 288165
Sun 2016-09-25 17:41:43 GMT  299757 288240
Wed 2016-09-28 15:54:12 GMT  299948 288430
Fri 2016-09-30 14:22:13 GMT  299948 288430
Sat 2016-10-01 21:19:10 GMT  300164 288646
Mon 2016-10-03 17:00:36 GMT  300164 288646
Tue 2016-10-04 15:24:54 GMT  300164 288645
Wed 2016-10-05 14:45:26 GMT  300200 288681
Thu 2016-10-06 17:27:14 GMT  300272 288753
Fri 2016-10-07 16:26:39 GMT  300351 288832
Sun 2016-10-09 17:32:20 GMT  300351 288832
Wed 2016-10-12 15:21:21 GMT  300607 289087
Thu 2016-10-13 15:26:41 GMT  300643 289123
Sat 2016-10-15 17:21:44 GMT  300724 289204
Mon 2016-10-17 15:24:21 GMT  300812 289292
Wed 2016-10-19 15:54:09 GMT  300877 289355
Thu 2016-10-20 17:20:15 GMT  301012 289490
Fri 2016-10-21 17:28:48 GMT  301106 289584
Sun 2016-10-23 18:53:56 GMT  301252 289730
Mon 2016-10-24 15:41:56 GMT  301252 289730
Mon 2016-10-31 15:39:42 GMT  301468 289946
Wed 2016-11-02 18:09:52 GMT  301541 290019
Fri 2016-11-04 15:50:26 GMT  301757 290235
Sat 2016-11-05 17:53:13 GMT  301973 290451
Mon 2016-11-07 02:52:56 GMT  301973 290451
Mon 2016-11-07 16:47:34 GMT  302046 290524
Tue 2016-11-08 16:29:08 GMT  302118 290596
Thu 2016-11-10 15:57:10 GMT  302217 290695
Fri 2016-11-11 16:22:21 GMT  302298 290776
Tue 2016-11-15 19:34:10 GMT  302298 290776
Thu 2016-11-17 21:42:43 GMT  302337 290815
Fri 2016-11-18 15:58:46 GMT  302382 290860
Sat 2016-11-19 18:44:30 GMT  302419 290897
Sun 2016-11-20 19:20:59 GMT  302455 290933
Mon 2016-11-21 18:41:47 GMT  302492 290970
Tue 2016-11-22 15:56:43 GMT  302528 291006
Wed 2016-11-23 17:22:46 GMT  302564 291042
Thu 2016-11-24 15:18:13 GMT  302612 291090
Sun 2016-11-27 19:18:57 GMT  302724 291202
Mon 2016-11-28 15:12:37 GMT  302766 291244
Tue 2016-11-29 15:59:40 GMT  302802 291280
Sat 2016-12-03 16:43:57 GMT  302956 291434
Mon 2016-12-05 16:42:54 GMT  303014 291492
Wed 2016-12-07 14:09:19 GMT  303149 291627
Thu 2016-12-08 15:08:39 GMT  303186 291664
Sat 2016-12-10 17:35:11 GMT  303315 291792
Mon 2016-12-12 20:06:28 GMT  303351 291828
Tue 2016-12-13 16:25:55 GMT  303396 291873
Wed 2016-12-14 17:15:24 GMT  303396 291873
Thu 2016-12-15 17:41:35 GMT  303432 291909
Sat 2016-12-17 15:49:31 GMT  303468 291945
Mon 2016-12-19 16:50:15 GMT  303468 291945
Wed 2016-12-21 17:30:49 GMT  303468 291943
Sat 2016-12-24 14:21:16 GMT  303468 291942
Mon 2016-12-26 18:45:45 GMT  303468 291944
Tue 2016-12-27 18:16:24 GMT  303505 291981
Wed 2016-12-28 17:36:18 GMT  303565 292041
Sat 2016-12-31 02:09:08 GMT  303679 292155
Sat 2016-12-31 16:16:08 GMT  303906 292382
Fri 2017-01-06 15:28:26 GMT  303951 292427
Sat 2017-01-07 14:52:36 GMT  304051 292514
Sun 2017-01-08 18:11:12 GMT  304132 292582
Mon 2017-01-09 16:17:09 GMT  304168 292618
Tue 2017-01-10 22:58:09 GMT  304213 292663
Thu 2017-01-12 01:48:48 GMT  304252 292702
Wed 2017-01-25 15:56:06 GMT  304346 292782
Fri 2017-01-27 17:05:20 GMT  304526 292870
Sun 2017-01-29 20:00:42 GMT  304621 292958
Mon 2017-01-30 17:07:27 GMT  304621 292958
Tue 2017-01-31 19:17:29 GMT  304803 293140
Wed 2017-02-01 14:49:30 GMT  304923 293259
Thu 2017-02-02 16:47:18 GMT  304923 293259
Fri 2017-02-03 14:42:02 GMT  305031 293365
Sat 2017-02-04 19:05:29 GMT  305076 293410
Mon 2017-02-06 16:48:47 GMT  305187 293520
Wed 2017-02-08 02:05:12 GMT  305277 293609
Wed 2017-02-08 16:29:28 GMT  305313 293645
Thu 2017-02-09 18:47:11 GMT  305403 293735
Fri 2017-02-10 19:54:01 GMT  305440 293772
Sat 2017-02-11 19:43:28 GMT  305477 293809
Sun 2017-02-12 19:19:43 GMT  305513 293845
Mon 2017-02-13 16:18:44 GMT  305585 293915
Tue 2017-02-14 17:23:27 GMT  305706 294036
Wed 2017-02-15 18:22:43 GMT  305743 294073
Thu 2017-02-16 16:30:24 GMT  305779 294107
Fri 2017-02-17 12:38:17 GMT  305839 294167
Sat 2017-02-18 19:38:34 GMT  305878 294206
Mon 2017-02-20 17:14:20 GMT  305970 294298
Tue 2017-02-21 17:58:07 GMT  306046 294374
Wed 2017-02-22 19:17:23 GMT  306121 294449
Fri 2017-02-24 17:09:58 GMT  306287 294615
Sun 2017-02-26 18:11:28 GMT  306359 294687
Tue 2017-02-28 16:47:07 GMT  306455 294739
Wed 2017-03-01 16:36:46 GMT  306491 294775
Thu 2017-03-02 16:26:25 GMT  306491 294774
Sat 2017-03-04 18:57:42 GMT  306527 294810
Mon 2017-03-06 17:09:55 GMT  306659 294942
Wed 2017-03-08 16:59:05 GMT  306659 294942
Thu 2017-03-09 19:30:54 GMT  306778 295060
Sun 2017-03-12 16:33:59 GMT  306919 295194
Mon 2017-03-13 16:29:58 GMT  306998 295266
Tue 2017-03-14 17:11:12 GMT  306998 295266
Wed 2017-03-15 15:15:19 GMT  307063 295331
Sun 2017-03-19 18:15:38 GMT  307093 295355
Tue 2017-03-21 16:23:59 GMT  307168 295430
Wed 2017-03-22 18:57:01 GMT  307204 295466
Thu 2017-03-23 15:19:57 GMT  307241 295503
Tue 2017-03-28 16:00:46 GMT  307721 295972
Wed 2017-03-29 14:25:13 GMT  307721 295972
Fri 2017-03-31 19:07:37 GMT  307811 296062
Sun 2017-04-02 18:47:27 GMT  307847 296098
Mon 2017-04-03 15:50:51 GMT  307907 296158
Tue 2017-04-04 16:16:30 GMT  307944 296195
Wed 2017-04-05 17:31:44 GMT  307989 296240
Sat 2017-04-08 20:27:34 GMT  308053 296304
Mon 2017-04-10 16:13:02 GMT  308053 296304
Wed 2017-04-12 15:39:23 GMT  308306 296557
Fri 2017-04-14 17:13:10 GMT  308381 296632
Sun 2017-04-16 19:08:51 GMT  308492 296743
Mon 2017-04-17 16:39:05 GMT  308565 296802
Tue 2017-04-18 16:36:51 GMT  308610 296847
Fri 2017-04-21 19:26:25 GMT  308774 297011
Wed 2017-04-26 01:14:21 GMT  308844 297081
Wed 2017-04-26 16:44:23 GMT  308880 297117
Fri 2017-04-28 04:35:31 GMT  308916 297153
Mon 2017-05-01 09:46:57 GMT  309189 297426
Thu 2017-05-04 18:31:31 GMT  309399 297636
Fri 2017-05-05 10:56:20 GMT  309474 297711
Sun 2017-05-07 16:25:10 GMT  309690 297927
Tue 2017-05-09 02:19:09 GMT  309752 297989
Tue 2017-05-09 15:57:32 GMT  309788 298025
Wed 2017-05-10 20:15:10 GMT  309825 298062
Thu 2017-05-11 14:44:16 GMT  309825 298062
Sat 2017-05-13 15:56:21 GMT  309869 298106
Sun 2017-05-14 22:14:59 GMT  309913 298150
Mon 2017-05-15 10:56:50 GMT  309959 298196
Tue 2017-05-16 11:02:51 GMT  309995 298229
Thu 2017-05-18 12:59:00 GMT  310160 298373
Fri 2017-05-19 13:39:09 GMT  310160 298368
Sat 2017-05-20 15:28:56 GMT  310196 298404
Sun 2017-05-21 17:16:39 GMT  310268 298476
Mon 2017-05-22 13:45:35 GMT  310304 298512
Wed 2017-05-24 13:21:06 GMT  310394 298602
Thu 2017-05-25 14:49:41 GMT  310451 298659
Sat 2017-05-27 15:23:03 GMT  310529 298737
Sun 2017-05-28 16:10:21 GMT  310589 298797
Mon 2017-05-29 14:43:52 GMT  310649 298836
Tue 2017-05-30 14:27:57 GMT  310723 298910
Wed 2017-05-31 14:23:38 GMT  310771 298958
Fri 2017-06-02 14:09:02 GMT  310951 299136
Sat 2017-06-03 16:00:24 GMT  311017 299202
Mon 2017-06-05 14:19:35 GMT  311017 299202
Tue 2017-06-06 14:14:02 GMT  311281 299465
Wed 2017-06-07 14:25:21 GMT  311345 299529
Thu 2017-06-08 14:50:40 GMT  311418 299602
Sat 2017-06-10 15:57:34 GMT  311478 299662
Sun 2017-06-11 18:54:08 GMT  311643 299825
Tue 2017-06-13 14:05:03 GMT  311843 300025
Wed 2017-06-14 14:22:59 GMT  311885 300067
Thu 2017-06-15 13:49:49 GMT  311993 300175
Fri 2017-06-16 14:54:48 GMT  312038 300220
Sat 2017-06-17 17:07:03 GMT  312110 300292
Sun 2017-06-18 12:40:20 GMT  312146 300328
Mon 2017-06-19 15:42:26 GMT  312201 300383
Wed 2017-06-21 14:51:52 GMT  312384 300566
Thu 2017-06-22 13:34:13 GMT  312384 300566
Wed 2017-06-28 14:13:42 GMT  312568 300725
Thu 2017-06-29 14:24:43 GMT  312568 300725
Mon 2017-07-03 20:04:24 GMT  312910 301067
Tue 2017-07-04 15:28:07 GMT  313003 301160
Wed 2017-07-05 14:02:49 GMT  313157 301314
Sun 2017-07-09 03:29:19 GMT  313232 301389
Mon 2017-07-10 14:26:27 GMT  313394 301551
Tue 2017-07-11 15:40:47 GMT  313439 301596
Wed 2017-07-12 14:21:24 GMT  313607 301764
Thu 2017-07-13 14:21:13 GMT  313643 301800
Wed 2017-07-19 16:27:26 GMT  313724 301881
Sun 2017-07-23 19:42:21 GMT  314006 302163
Mon 2017-07-24 20:54:40 GMT  314078 302235
Tue 2017-07-25 22:43:43 GMT  314151 302308
Wed 2017-07-26 18:08:14 GMT  314187 302344
Sat 2017-07-29 01:51:32 GMT  314306 302463
Sat 2017-07-29 19:38:02 GMT  314306 302463
Sun 2017-07-30 19:09:42 GMT  314421 302575
Tue 2017-08-01 14:14:00 GMT  314457 302611
Wed 2017-08-02 15:08:16 GMT  314547 302695
Fri 2017-08-04 15:57:13 GMT  314547 302695
Sun 2017-08-06 14:24:41 GMT  314547 302695
Mon 2017-08-07 15:18:25 GMT  314547 302695
Tue 2017-08-08 14:37:47 GMT  314547 302693
Wed 2017-08-09 14:54:45 GMT  314547 302693
Thu 2017-08-10 14:50:13 GMT  314547 302686
Fri 2017-08-11 14:40:20 GMT  314547 302685
Sun 2017-08-13 20:08:03 GMT  314677 302815
Thu 2017-08-17 14:48:23 GMT  314725 302863
Fri 2017-08-18 14:16:45 GMT  314725 302863
Sat 2017-08-19 19:15:17 GMT  314797 302935
Wed 2017-08-23 14:04:53 GMT  314797 302935
Thu 2017-08-31 13:23:45 GMT  314797 302935
Fri 2017-09-01 14:39:00 GMT  314797 302935
Sun 2017-09-03 16:51:05 GMT  315385 303513
Sat 2017-09-09 16:05:13 GMT  315421 303549
Mon 2017-09-11 16:24:40 GMT  315511 303639
Wed 2017-09-13 21:28:03 GMT  315511 303639
Fri 2017-09-15 15:18:42 GMT  315629 303748
Sat 2017-09-16 18:10:09 GMT  315666 303785
Sun 2017-09-17 16:15:41 GMT  315705 303824
Mon 2017-09-18 14:50:04 GMT  315743 303862
Wed 2017-09-20 14:54:38 GMT  315821 303940
Fri 2017-09-22 14:47:54 GMT  315898 304017
Sat 2017-09-23 19:59:11 GMT  315976 304095
Mon 2017-09-25 14:57:14 GMT  316048 304167
Tue 2017-09-26 16:21:29 GMT  316084 304203
Wed 2017-09-27 14:58:32 GMT  316120 304239
Thu 2017-09-28 14:35:12 GMT  316196 304315
Sat 2017-09-30 18:23:43 GMT  316313 304432
Sun 2017-10-01 21:36:28 GMT  316349 304468
Mon 2017-10-09 16:20:41 GMT  316709 304808
Tue 2017-10-10 16:11:52 GMT  316746 304845
Wed 2017-10-11 14:38:51 GMT  316782 304881
Thu 2017-10-12 20:41:17 GMT  316846 304945
Fri 2017-10-13 14:40:40 GMT  316909 305008
Mon 2017-10-16 13:55:05 GMT  317005 305104
Wed 2017-10-18 21:12:10 GMT  317106 305205
Fri 2017-10-20 16:16:20 GMT  317151 305250
Sat 2017-10-21 21:11:21 GMT  317187 305286
Sun 2017-10-22 18:45:24 GMT  317224 305323
Mon 2017-10-23 16:35:37 GMT  317298 305397
Tue 2017-10-24 14:46:13 GMT  317373 305472
Wed 2017-10-25 14:38:59 GMT  317373 305472
Fri 2017-10-27 16:41:25 GMT  317624 305691
Tue 2017-10-31 14:11:52 GMT  317949 305994
Wed 2017-11-01 12:26:57 GMT  317985 306030
Sat 2017-11-04 22:54:21 GMT  318095 306140
Sun 2017-11-05 17:45:57 GMT  318131 306176
Mon 2017-11-06 17:08:29 GMT  318170 306215
Tue 2017-11-07 15:52:27 GMT  318170 306215
Wed 2017-11-08 17:38:16 GMT  318338 306380
Thu 2017-11-09 17:52:59 GMT  318506 306547
Fri 2017-11-10 17:22:44 GMT  318674 306715
Sat 2017-11-11 17:43:55 GMT  318674 306715
Sun 2017-11-12 19:28:59 GMT  318800 306841
Mon 2017-11-13 15:52:48 GMT  318800 306841
Wed 2017-11-15 22:37:45 GMT  318800 306840
Fri 2017-11-17 15:52:40 GMT  318800 306840
Sun 2017-11-19 00:31:41 GMT  318872 306912
Sun 2017-11-19 22:28:39 GMT  318872 306912
Mon 2017-11-20 15:52:49 GMT  318872 306912
Tue 2017-11-21 15:53:00 GMT  318995 307034
Wed 2017-11-22 15:57:10 GMT  318995 307034
Tue 2017-11-28 15:38:13 GMT  319278 307316
Wed 2017-11-29 23:08:24 GMT  319353 307391
Fri 2017-12-01 02:44:04 GMT  319389 307427
Fri 2017-12-01 18:37:37 GMT  319425 307463
Sat 2017-12-02 19:31:56 GMT  319489 307527
Sun 2017-12-03 19:38:16 GMT  319525 307563
Mon 2017-12-04 15:49:20 GMT  319610 307648
Wed 2017-12-06 16:07:26 GMT  319655 307693
Sun 2017-12-10 20:36:28 GMT  319763 307801
Mon 2017-12-11 15:41:53 GMT  319799 307837
Wed 2017-12-13 17:31:45 GMT  319841 307876
Fri 2017-12-15 15:55:27 GMT  319922 307957
Sat 2017-12-16 19:25:22 GMT  319958 307993
Sun 2017-12-17 19:50:41 GMT  320048 308083
Mon 2017-12-18 15:53:12 GMT  320084 308119
Tue 2017-12-19 15:47:57 GMT  320120 308155
Wed 2017-12-20 21:09:24 GMT  320157 308192
Fri 2017-12-22 19:03:30 GMT  320275 308295
Sun 2017-12-24 20:02:03 GMT  320377 308397
Mon 2017-12-25 20:31:04 GMT  320459 308479
Tue 2017-12-26 21:20:16 GMT  320531 308551
Wed 2017-12-27 20:30:02 GMT  320567 308587
Thu 2017-12-28 20:25:56 GMT  320603 308623
Sat 2017-12-30 05:34:13 GMT  320699 308719
Sat 2017-12-30 22:48:57 GMT  320699 308719
Sun 2017-12-31 22:10:37 GMT  320838 308857
Mon 2018-01-01 21:44:46 GMT  320838 308857
Tue 2018-01-02 16:07:37 GMT  321007 309026
Wed 2018-01-03 16:28:55 GMT  321079 309098
Sat 2018-01-06 19:26:24 GMT  321316 309335
Mon 2018-01-08 17:12:43 GMT  321412 309429
Tue 2018-01-09 15:58:40 GMT  321420 309437
Wed 2018-01-10 15:52:18 GMT  321456 309473
Thu 2018-01-11 15:55:24 GMT  321456 309473
Fri 2018-01-12 17:16:28 GMT  321609 309596
Sun 2018-01-14 21:21:43 GMT  321702 309689
Tue 2018-01-16 20:57:03 GMT  321991 309978
Wed 2018-01-17 17:13:37 GMT  322051 310021
Fri 2018-01-19 15:47:32 GMT  322123 310093
Sat 2018-01-20 22:15:42 GMT  322123 310093
Mon 2018-01-22 17:12:33 GMT  322123 310093
Tue 2018-01-23 15:55:54 GMT  322258 310228
Thu 2018-01-25 03:27:51 GMT  322393 310363
Thu 2018-01-25 23:57:41 GMT  322441 310411
Fri 2018-01-26 16:01:36 GMT  322477 310435
Mon 2018-01-29 15:52:44 GMT  322549 310507
Tue 2018-01-30 16:03:51 GMT  322669 310627
Wed 2018-01-31 18:27:10 GMT  322836 310794
Sun 2018-02-04 01:31:26 GMT  322926 310884
Thu 2018-02-08 14:57:06 GMT  323082 311039
Sat 2018-02-10 19:40:05 GMT  323190 311147
Tue 2018-02-13 05:43:02 GMT  323325 311282
Tue 2018-02-13 15:51:55 GMT  323325 311282
Wed 2018-02-14 18:22:26 GMT  323325 311282
Sun 2018-02-18 23:17:13 GMT  323475 311432
Wed 2018-02-21 16:06:17 GMT  323475 311432
Thu 2018-02-22 15:45:13 GMT  323475 311432
Sun 2018-02-25 19:30:40 GMT  323608 311555
Tue 2018-02-27 16:20:08 GMT  323703 311650
Wed 2018-02-28 17:08:11 GMT  323739 311686
Thu 2018-03-01 15:53:42 GMT  323775 311722
Fri 2018-03-02 16:00:44 GMT  323775 311722
Mon 2018-03-05 02:16:53 GMT  323836 311783
Sat 2018-03-10 18:17:25 GMT  323863 311810
Mon 2018-03-12 16:55:13 GMT  323983 311914
Tue 2018-03-13 14:43:06 GMT  324043 311965
Wed 2018-03-14 20:04:54 GMT  324106 312002
Thu 2018-03-15 14:28:24 GMT  324106 312002
Wed 2018-03-21 01:50:52 GMT  324346 312227
Wed 2018-03-21 16:31:43 GMT  324346 312227
Thu 2018-03-22 18:55:58 GMT  324382 312263
Mon 2018-03-26 12:47:09 GMT  324382 312263
Tue 2018-03-27 16:37:14 GMT  324382 312263
Wed 2018-03-28 17:01:27 GMT  324418 312299
Thu 2018-03-29 15:03:00 GMT  324418 312299
Fri 2018-03-30 16:01:57 GMT  324418 312299
Wed 2018-04-18 18:44:12 GMT  324418 312299
Sun 2018-04-22 19:20:06 GMT  324553 312434
Mon 2018-04-23 14:50:44 GMT  324643 312524
Tue 2018-04-24 15:25:47 GMT  324643 312524
Wed 2018-04-25 16:30:54 GMT  324824 312705
Thu 2018-04-26 14:44:19 GMT  324996 312877
Fri 2018-04-27 15:05:47 GMT  325117 312998
